filename,gender,speaker,gradelevel,sentence,modification,intensity,f0,f1,f2,f3,snr,spr,score,accuracy,insertion,deletion,substitution,words
FCLJ1AB2,F,CLJ,1,AB,2,66.05,253.78,710.72,2764.15,3860.77,7.6636,4.918033,5.67,0.33,0,1,1,3
FCLJ1AC2,F,CLJ,1,AC,2,60.39,224.31,1459.15,2897.98,4244.48,17.7058,3.72549,6.59,0.78,0,2,0,9
FCLJ1AD2,F,CLJ,1,AD,2,60.52,231.15,1372.44,2885.58,4164.11,13.353,2.627512,5.55,0.6,2,0,3,5
FCLJ1AE2,F,CLJ,1,AE,2,62.52,251.06,1497.94,3062.75,4265.53,6.7255,0,4.31,0.5,0,0,2,2
FCLJ1AF2,F,CLJ,1,AF,2,59.88,220.8,1404.99,2828.51,4318.27,12.0764,3.902439,7.96,0.8,0,1,0,5
FCLJ1AG2,F,CLJ,1,AG,2,62.84,230.64,1312.02,2881.36,4205.49,17.8158,4.74547,4.35,0.91,2,1,1,23
FCLJ1AH2,F,CLJ,1,AH,2,65.26,224.63,852.37,2550.87,4105.6,-4.8715,6.422018,6.18,0.33,0,1,1,3
FCLJ1AI2,F,CLJ,1,AI,2,63.67,235.43,1189.34,2827.68,4186.58,-0.4997,7.106599,7.89,0.8,0,1,0,5
FCLJ1AJ2,F,CLJ,1,AJ,2,62.33,166.61,1517.5,3098.97,4433.57,-40,6.137184,7.55,0.71,0,2,0,7
FCLJ1AK2,F,CLJ,1,AK,2,61.47,211.16,1480.26,2999.23,4341.24,21.741,2.491694,5.46,0.75,0,1,1,8
FCLJ1AL2,F,CLJ,1,AL,2,63.23,205.38,1302.18,2832.81,4243.69,17.559,3.423423,6.8,0.71,0,1,1,7
FCLJ1AM2,F,CLJ,1,AM,2,62.02,217.35,1307.91,2852.36,4158.5,12.4186,2.1398,5.16,0.57,0,1,3,7
FCLJ1AN2,F,CLJ,1,AN,2,62.42,223.25,1285.26,2750.39,4185.29,13.5601,1.960784,5.77,0,3,1,3,7
FCLJ1AO2,F,CLJ,1,AO,2,61.55,220.17,1286.69,2877.05,4310.31,14.3921,3.108253,5.63,0.36,0,2,0,14
FCLJ1AP2,F,CLJ,1,AP,2,59.58,220.75,1542.27,2941.13,4434.5,19.4151,4.918033,6.58,0.7,0,2,3,10
FCLJ1AQ2,F,CLJ,1,AQ,2,62.85,213.3,1122.55,2923.75,4212.76,-40,6.790123,6.51,1,0,0,0,4
FCLJ1AR2,F,CLJ,1,AR,2,60.88,187.74,1323.06,2865.75,4315.03,15.8237,3.974563,6.05,0.36,0,5,2,14
FCLJ1AS2,F,CLJ,1,AS,2,61.48,202.46,1462.65,2910,4287.64,19.8848,3.589744,4.96,0.62,0,4,1,13
FCLJ1AT2,F,CLJ,1,AT,2,58.95,228.1,1311.9,2987.84,4205.8,9.1254,1.6,4.17,0.75,0,1,1,4
FCLJ1AU2,F,CLJ,1,AU,2,61.94,226.85,1296.51,2935.07,4197.72,17.485,5.206738,5.61,0.77,0,2,1,13
FCLJ1AV2,F,CLJ,1,AV,2,61.69,214.02,1417.85,2992.39,4201.59,4.3015,4.073034,5.38,0.57,0,2,4,14
FCLJ1AW2,F,CLJ,1,AW,2,60.2,220.39,1326.72,2922.99,4286.38,9.1134,2.320675,4.96,0.71,0,2,0,7
FCLJ1AX2,F,CLJ,1,AX,2,59.11,215.75,1198.44,3129.91,4337.21,-40,8.646617,7.03,0.67,0,1,1,6
FCLJ1AY2,F,CLJ,1,AY,2,64.2,191.79,1074.32,2644.72,4200.55,-0.9567,7.674419,7.58,0.8,0,2,1,10
FCLJ1AZ2,F,CLJ,1,AZ,2,60.19,218.21,1431.49,2948.72,4304.33,22.8972,3.76569,6.27,0.5,0,3,1,8
FCLJ1BA2,F,CLJ,1,BA,2,61.72,209.24,1186.97,2796.98,4162.32,15.9313,4.752852,6.02,0.5,0,1,4,12
FCLJ1BB2,F,CLJ,1,BB,2,63.97,234.42,1015.77,2830.91,4065.23,0.5212,5.387205,7.22,0.56,0,2,2,9
FCLJ1BC2,F,CLJ,1,BC,2,60.11,211.14,1672.06,2977.65,4358.79,-2.2086,8.391608,6.63,0.5,0,1,0,4
FCLJ1BD2,F,CLJ,1,BD,2,52.79,193.86,1376.73,2836.57,4212.22,13.7158,4.273504,7.15,0.5,0,0,2,6
FDJF1AA2,F,DJF,1,AA,2,58.4,264.12,1187.17,2830.85,4027.41,15.6748,4.572804,7.18,0.69,0,4,1,16
FDJF1AB2,F,DJF,1,AB,2,61.6,245.02,1009.48,2860.43,4137.14,10.7051,4.18251,7.72,0.38,0,2,3,8
FDJF1AC2,F,DJF,1,AC,2,60.29,257.05,1234.32,2766.36,4197.59,8.0348,5.012531,5.9,0.38,0,3,0,8
FDJF1AD2,F,DJF,1,AD,2,61.96,247.86,911.27,2733.42,4062.01,-40,6.547619,7.8,0.33,0,5,1,9
FDJF1AE2,F,DJF,1,AE,2,62.15,265.56,1014.75,2779.64,4096.12,3.1283,6.231454,5.49,0.5,0,2,1,8
FDJF1AF2,F,DJF,1,AF,2,63.09,259.43,773.1,2597.35,3893.14,6.9774,5.747126,8.08,0.5,0,1,2,6
FDJF1AG2,F,DJF,1,AG,2,61.98,265.97,1103.11,2802.88,4098.54,13.2117,6.060606,6.48,0.6,0,9,2,25
FDJF1AH2,F,DJF,1,AH,2,64.52,270.98,850.95,2627.04,4084.91,5.8639,4.938272,6.3,0.67,0,1,0,3
FDJF1AI2,F,DJF,1,AI,2,65.37,267.19,794.95,2432.1,3920.79,-3.9361,6.329114,8.21,0.75,0,0,1,4
FDJF1AJ2,F,DJF,1,AJ,2,65.19,271.18,873.84,2499.06,4083.14,-0.0854,9.340659,8.52,0.71,0,2,0,7
FDJF1AK2,F,DJF,1,AK,2,64.24,268.81,1051.11,2623.11,4034.4,13.0282,9.386282,7.3,0.75,0,2,0,8
FDJF1AL2,F,DJF,1,AL,2,63.99,280.24,926.84,2735.54,4071.11,9.9062,10.869565,6.78,0.56,0,3,1,9
FDJF1AM2,F,DJF,1,AM,2,63.87,258.95,727.43,2722.79,3907.98,3.8918,10.31746,7.68,0.43,0,1,0,7
FDJF1AN2,F,DJF,1,AN,2,63.72,257.71,979.52,2577.3,4049.41,0.8989,6.040268,7.15,0.09,0,3,7,11
FDJF1AO2,F,DJF,1,AO,2,59.85,250.1,1103.68,2873.98,4088.55,18.3301,2.828619,5.95,0.58,0,6,4,24
FDJF1AP2,F,DJF,1,AP,2,60.54,253.5,1120.74,2861.6,4089.69,2.1926,5.032823,6.52,0.31,0,6,2,13
FDJF1AQ2,F,DJF,1,AQ,2,64.43,256.76,891.88,2730.99,4130.35,1.6547,11.875,7.76,0.5,0,5,0,10
FDJF1AR2,F,DJF,1,AR,2,61.63,251.77,1012.95,2744.19,4027.56,3.455,6.185567,6.96,0.75,0,1,1,8
FDJF1AS2,F,DJF,1,AS,2,61.83,261.34,1231.81,2865.41,4200.22,7.4674,6.801008,5.98,0.6,0,6,2,15
FDJF1AT2,F,DJF,1,AT,2,61.64,262.26,1166.23,2855.08,4100.34,0.9355,5.613306,7.28,0.78,0,2,0,9
FDJF1AU2,F,DJF,1,AU,2,62.62,258.38,1066.91,2859.01,4137.47,1.9302,7.343413,6.82,0.79,0,3,0,14
FDJF1AV2,F,DJF,1,AV,2,60.48,260.92,1165.35,2844.66,4154.53,-2.3116,6.906907,7.31,0.71,0,4,3,17
FDJF1AW1,F,DJF,1,AW,1,59.69,263.44,1282.86,2840.32,4159,4.5251,3.559322,6.79,0.6,0,0,2,5
FDJF1AX2,F,DJF,1,AX,2,62.59,273.07,1079.93,2787.42,4091.9,19.8212,6.811989,7.59,0.44,0,3,1,9
FDJF1AY2,F,DJF,1,AY,2,61.96,264.71,931.13,2639.39,3971.91,10.9763,8.564232,7.47,0.5,0,6,1,16
FDJF1AZ2,F,DJF,1,AZ,2,64.33,262.42,956.92,2750.83,3983.68,5.4033,6.372549,6.37,0.83,0,1,0,6
FDJF1BA2,F,DJF,1,BA,2,61,264.67,1186.41,2952.58,4199.37,9.8447,8.26087,6.48,0.75,0,2,0,12
FDJF1BB2,F,DJF,1,BB,2,62.64,268.3,1220.87,3120.48,4282.9,10.3776,7.278481,7.61,0.56,0,2,2,9
FDJF1BC2,F,DJF,1,BC,2,61.24,261.02,1267.49,2970.58,4045.26,16.3045,3.250774,5.48,0.2,0,3,5,10
FDJF1BD2,F,DJF,1,BD,2,62.58,276.13,949.45,2840.61,4166.11,-0.7491,6.465517,6.79,0.3,0,5,2,10
FDJF1BE2,F,DJF,1,BE,2,63.98,276.99,988.91,2891.2,4176.25,5.5073,8.59375,7.75,1,0,0,0,5
FDJF1BF2,F,DJF,1,BF,2,60.74,277.74,1121.71,2791.59,4180.99,17.1883,4.791345,6.29,0.71,0,3,1,14
FDJF1BG2,F,DJF,1,BG,2,62.65,283.29,1107.49,2964.84,4260.22,5.5811,9.310345,7.03,0.78,0,1,1,9
FDJF1BH2,F,DJF,1,BH,2,60.75,279.53,1080.41,2764.98,4252.24,-40,4.320988,6.76,0.6,0,1,1,5
FDJF1BI2,F,DJF,1,BI,2,63.08,278.72,1119.8,2857.17,4039.82,4.9491,6.896552,7.29,0.69,0,2,2,13
FDJF1BJ2,F,DJF,1,BJ,2,62.49,272.28,1154.16,2796.68,4231.51,3.9541,8.284024,7.22,0.63,0,3,0,8
FDJF1BK2,F,DJF,1,BK,2,64.56,261.96,1043.68,2692.28,4210.11,7.6493,8.022923,7.56,0.47,0,8,1,17
FDJF1BL2,F,DJF,1,BL,2,65.77,274.66,1054.05,2581.79,4161.52,1.8125,10.795455,7.41,0.44,0,5,0,9
FDJF1BM2,F,DJF,1,BM,2,64.24,273.57,910.5,2707.58,4038.73,2.7971,7.611549,6.81,0.67,0,1,2,12
FDJF1BN2,F,DJF,1,BN,2,64.67,275.18,1009.89,2786.24,4102.63,12.1005,9.556314,7.32,0.75,0,2,3,12
FDJF1BO2,F,DJF,1,BO,2,61.12,302.25,1298.37,2900.52,4254.46,6.7491,5.090909,7.9,0.67,0,1,1,6
FDJF1BP1,F,DJF,1,BP,1,62.96,289.17,1013.26,2766.64,4030.23,14.8827,6.268657,6.35,1,0,0,0,6
FDJF1BQ2,F,DJF,1,BQ,2,63.42,281.8,855.38,2766.62,4065.64,1.2309,8.712121,6.75,0.58,0,4,1,12
FDJF1BR2,F,DJF,1,BR,2,63.47,290.24,1145.68,2982.25,4165.96,-1.4357,3.780069,5.29,0.43,0,1,3,7
FDJF1BS2,F,DJF,1,BS,2,62.66,281.32,1276.94,2956.09,4232.04,13.9862,5.701754,7.11,0.47,0,7,3,19
FDJF1BT2,F,DJF,1,BT,2,63.5,250.43,1011.42,2914.96,4199.13,4.0998,7.220217,7.81,0.67,0,0,3,9
FDJF1BU2,F,DJF,1,BU,2,60.41,260.63,1084.32,2801.59,4175.25,11.6358,6.050955,7.54,0.69,0,3,1,13
FDJF1BV2,F,DJF,1,BV,2,63.84,264.11,1195.3,3054.39,4273.74,9.3686,7.692308,6.93,0.83,1,0,3,6
FDJF1BW2,F,DJF,1,BW,2,60.51,275.03,1122.25,2926.44,4225.3,10.4334,5.871886,6.21,0.62,0,3,1,13
FDJF1BX1,F,DJF,1,BX,1,62.44,261.41,837.27,2959.88,4202.78,-2.1285,6.756757,7.27,1,0,0,0,7
FDJF1BY2,F,DJF,1,BY,2,66.57,292.12,896.37,2955.23,4109.33,8.3185,8.092486,7.27,0.57,0,2,1,7
FDJF1BZ2,F,DJF,1,BZ,2,63.76,263.84,970.32,2618.37,4060.9,6.5837,4.545455,7.02,0.33,0,5,1,9
FDJF1CA1,F,DJF,1,CA,1,60.81,267.87,1147.54,2817.73,3979.95,5.0248,3.703704,7.53,1,0,0,0,7
FDJF1CB2,F,DJF,1,CB,2,65.23,261,963.18,2585.33,4135.99,12.3779,7.725322,2.94,0.5,0,2,2,8
FDJF1CC2,F,DJF,1,CC,2,63.54,290.87,1056.91,2778.94,4145.91,-0.6972,5.291005,5.54,0.46,0,6,1,13
FDJF1CD2,F,DJF,1,CD,2,65.46,276.33,1275.59,2897.08,4183.22,0.4101,3.536977,6.15,0.5,0,3,1,8
FDJF1CE2,F,DJF,1,CE,2,60.85,312.02,1222.76,2854.59,4147.95,17.6182,1.727447,4.9,0.33,0,5,3,12
FDJF1CF2,F,DJF,1,CF,2,62.33,277.68,1056.97,2765.32,4148.06,8.1206,4.927536,6.15,0.83,0,1,0,6
FDJF1CG2,F,DJF,1,CG,2,63.09,282.31,829.55,2905.3,4054.08,4.2702,10,6.86,0.7,0,2,1,10
FDJF1CH2,F,DJF,1,CH,2,65.64,296.29,1111.87,2835.13,4148.04,20.9289,5.673759,7.2,0.33,0,8,2,15
FDJF1CI2,F,DJF,1,CI,2,64.92,290.03,980.82,2742.9,4078.13,-1.934,10.344828,7.68,0.71,0,2,0,7
FDJF1CJ2,F,DJF,1,CJ,2,63.43,290.52,1317.4,2985.13,4195.16,7.7252,5.631399,6.54,0.53,0,4,3,15
FDJF1CK2,F,DJF,1,CK,2,63.79,286.81,1046.32,2983.62,4154.34,14.1802,8.268734,7,0.58,0,4,0,12
FDJF1CL2,F,DJF,1,CL,2,63.38,271.97,1358.7,2802.34,4101.47,15.1015,4.421326,7.23,0.45,0,11,1,22
FDJF1CM2,F,DJF,1,CM,2,62.83,275.1,1288.74,3000.99,4120.79,19.8436,2.550478,6.74,0.27,0,10,7,22
FDJF1CN2,F,DJF,1,CN,2,61.57,282.17,1155.32,2896.1,4146.59,9.1791,6.58363,7.58,0.56,0,5,2,16
FDJF1CO2,F,DJF,1,CO,2,64.34,274.47,1022.33,2767.53,4039.95,5.8939,14.159292,7.78,0.62,0,4,1,13
FDJF1CP2,F,DJF,1,CP,2,63.58,282.42,1129.85,2885.05,4027.4,5.7427,4.255319,6.12,0.17,0,5,4,12
FDJF1CQ2,F,DJF,1,CQ,2,65.9,279.59,922.75,2776.21,4062.72,15.8886,9.448819,7.11,0.63,0,6,1,16
FDJF1CR2,F,DJF,1,CR,2,63.41,272.62,1140.74,2922.6,4074.4,5.3785,5.647059,7.04,0.43,0,6,3,14
FDJF1CS2,F,DJF,1,CS,2,64.88,280.53,1142.74,2747.76,4129.45,14.7806,6.141522,6.8,0.5,0,9,4,26
FDJF1CT2,F,DJF,1,CT,2,63.04,257.49,1084.83,2896.78,4072.1,18.7901,5.614035,6.8,0.45,0,5,1,11
FDJF1CU2,F,DJF,1,CU,2,61.51,291.2,1311.25,3066.86,4154.58,12.9691,4.453049,6.08,0.52,0,8,3,23
FDJF1CV2,F,DJF,1,CV,2,61.27,282.58,1271.08,2987.47,4139.13,13.3798,3.867403,6.37,0.11,0,2,1,9
FDJF1CW2,F,DJF,1,CW,2,66.4,283.1,1040.77,2790.83,4229.23,0.474,10.526316,8.04,0.58,0,5,0,12
FDJF1CX2,F,DJF,1,CX,2,62.7,276.52,1369.94,3069.2,4133.71,14.9915,4.781421,7.12,0.5,0,11,2,22
FDJF1CY2,F,DJF,1,CY,2,66.05,272.15,829.14,2693.4,4125.83,-2.6069,5.208333,7.75,0.45,0,5,1,11
FDJF1CZ2,F,DJF,1,CZ,2,64.66,271.61,1082.94,2851.64,4202.21,3.2364,10.385757,7.82,0.83,0,2,0,12
FDJF1DA2,F,DJF,1,DA,2,69.54,275.93,782.3,2906.93,4175.08,1.2042,6.878307,6.6,0.71,0,2,1,7
FDJF1DB2,F,DJF,1,DB,2,67.18,260.54,830.06,2794.19,4244.3,8.4963,11.210762,7.66,0.36,0,6,3,14
FDJF1DC2,F,DJF,1,DC,2,64.18,265.83,1017.16,2820.8,4239.07,3.162,6.024096,7.03,0.67,0,2,2,12
FDJF1DD2,F,DJF,1,DD,2,62.93,230.68,897.34,2664.19,3992.19,-40,4.522613,6.82,0.8,0,0,1,5
FDJF1DE2,F,DJF,1,DE,2,63.37,258.03,1162.08,2951.56,4200.35,-40,6.338028,7.37,0.73,0,2,1,11
FDJF1DF2,F,DJF,1,DF,2,62.3,203.07,986.03,2844.34,4220.4,-0.3729,6.649616,7.17,0.67,0,2,1,9
FDJF1DG2,F,DJF,1,DG,2,62.88,257.36,1219.33,2852.31,4207.18,13.5472,3.904924,7.13,0.5,0,4,2,12
FDJF1DH2,F,DJF,1,DH,2,59.75,265.99,1069.36,2935.53,4099.62,2.8223,4.761905,6.69,0.33,0,6,1,18
FDJF1DI2,F,DJF,1,DI,2,63.97,251.99,1035.8,2767.02,4211.21,3.2766,4.942966,7.36,0.27,0,7,1,11
FDJF1DJ2,F,DJF,1,DJ,2,63.9,243.97,1167.98,2773.85,4121.92,14.7297,5.292479,6.5,0.61,0,4,3,18
FDJF1DK2,F,DJF,1,DK,2,63.28,255.01,1167.27,2792.86,4222.19,12.7948,5.343511,7,0.27,0,2,3,11
FDJF1DL2,F,DJF,1,DL,2,65.76,253.1,975.14,2716.02,4215.86,-2.1757,9.966777,7.12,0.62,0,5,0,13
FDJF1DM2,F,DJF,1,DM,2,65.49,262.29,1105.58,2902.88,4260.23,12.8377,5.787037,6.6,0.64,0,4,0,11
FDJF1DN2,F,DJF,1,DN,2,63.75,257.46,1096.27,2955.89,4183.79,15.0516,2.331606,2.39,0.5,0,1,3,8
FDJF1DO2,F,DJF,1,DO,2,66.42,242.49,939.12,2794.64,4130.45,-0.0293,9.689922,7.58,0.53,0,7,1,15
FDJF1DP2,F,DJF,1,DP,2,66.21,269.8,1129.82,2895.74,4056.78,9.5597,5.965909,6.35,0.63,0,2,1,8
FDJF1DQ2,F,DJF,1,DQ,2,67.31,263.27,1088.49,2627.78,4130.39,-1.9084,5.373832,7.77,0.4,0,2,4,10
FDJF1DR2,F,DJF,1,DR,2,67.3,232.43,892.11,2710.7,3914.55,11.3589,9.803922,6.84,0.75,0,2,0,8
FDJF1DS2,F,DJF,1,DS,2,66.06,264.6,1144.27,2776.71,4076.59,0.7503,5.251641,6.93,0.82,0,2,0,11
FDJF1DT2,F,DJF,1,DT,2,67.52,268.69,1018.64,2873.57,4286.71,6.9381,7.506053,7.08,0.61,0,6,1,18
FDJF1DU2,F,DJF,1,DU,2,67.54,270.19,1046.55,2890.17,4188.9,3.0179,7.969152,7.41,0.29,0,9,2,17
FDJF1DV2,F,DJF,1,DV,2,67.11,280.23,1393.36,2965.95,4310.52,19.4127,5.496454,6.9,0.6,1,6,1,15
FDJF1DW2,F,DJF,1,DW,2,66.17,286.63,1491.05,3034.28,4232.78,17.4617,3.017833,5.8,0.38,0,4,4,13
FDJF1DX2,F,DJF,1,DX,2,66.93,283.22,1326.04,2871.21,4206.04,8.3374,3.097345,7.59,0.5,0,1,1,4
FDJF1DY2,F,DJF,1,DY,2,67.35,269.74,1033.45,2884.76,4108.26,-1.1492,8.943089,7.37,0.61,0,5,2,18
FDJF2DZ2,F,DJF,2,DZ,2,68.24,280.17,991.29,2813.91,4191.96,7.2511,8.415842,7.25,0.5,0,7,0,14
FDJF3EB2,F,DJF,3,EB,2,66.84,266.28,1125.78,2755.89,4125.44,2.8525,7.014388,6.59,0.53,0,5,1,15
FDJF3EC2,F,DJF,3,EC,2,64.71,239.94,1228.66,2924.23,4153.56,16.1486,5.305305,6.28,0.52,0,9,1,25
FDJF3ED2,F,DJF,3,ED,2,68.67,279.34,1135.11,2804.08,4181.84,-3.8011,4.43787,6.71,0.56,0,2,2,9
FDJF3EE2,F,DJF,3,EE,2,65.89,268.61,1200.7,2916.43,4164.33,17.0312,6.447689,7.59,0.52,0,11,8,29
FDJF3EF2,F,DJF,3,EF,2,65.75,282.82,1281.16,2923.36,4150.02,16.0262,6.286837,7.42,0.38,0,13,1,32
FDJF3EG2,F,DJF,3,EG,2,67.48,293.94,1144.84,2861.79,4118.33,14.3464,3.685504,6.77,0.6,0,12,0,30
FDJF3EH2,F,DJF,3,EH,2,65.68,292.52,1214.16,2920.55,4185.75,17.4126,3.548387,5.32,0.26,0,16,12,42
FDJF3EI2,F,DJF,3,EI,2,68.52,284.71,1114.87,2743.95,4048.76,1.7812,5.116279,6.21,0.8,0,1,0,5
FDJF3EJ2,F,DJF,3,EJ,2,65.1,280.9,1231.15,2807.99,4038.9,16.1057,3.801653,1,0.44,0,9,3,18
FDJF3EK2,F,DJF,3,EK,2,65.11,290.01,1314.88,2910.79,4136.96,16.7393,2.407222,6.22,0.4,0,4,4,15
FDJF3EL2,F,DJF,3,EL,2,66.34,275.19,1131.43,2965.15,4082.72,9.4992,6.188925,6.28,0.73,0,1,2,11
FDJF3EM2,F,DJF,3,EM,2,64.3,277.11,1215.71,2977.07,4201.47,15.5307,5.2,7.11,0.68,0,7,2,28
FDJF3EN2,F,DJF,3,EN,2,64.73,281.62,1149.94,3016.85,4273.9,17.9517,3.729282,6.37,0.41,0,14,4,27
FDJF3EO2,F,DJF,3,EO,2,63.95,278.15,1306.92,3011.29,4201.96,15.2277,3.515625,6.49,0.5,0,7,7,28
FDJF3EP2,F,DJF,3,EP,2,63.78,283.13,1157.89,2946.01,4173.4,18.2675,6.200318,6.85,0.65,0,7,0,20
FDJF3EQ2,F,DJF,3,EQ,2,62.48,273.3,1268.57,2913.27,4152.15,17.5928,4.905063,6.74,0.64,0,5,0,14
FDJF3ER2,F,DJF,3,ER,2,65.26,266.67,1169.91,2848.76,4145.63,21.7631,7.213115,7.32,0.62,0,7,1,21
FDJF3ES2,F,DJF,3,ES,2,64.02,279.85,1177.46,2984.08,4208.7,14.0559,5.382775,6.59,0.47,0,13,3,30
FDJF3ET2,F,DJF,3,ET,2,64.22,274.67,1121.14,2781.72,4078.23,13.6064,7.035176,7.4,0.62,0,8,0,21
FDJF3EU2,F,DJF,3,EU,2,65.02,295.43,1044.52,2755.69,4071.49,12.4353,5.522682,6.82,1,0,0,0,10
FDJF3EV2,F,DJF,3,EV,2,64.55,302.38,1179.88,2937.81,4236.41,22.5496,5.793451,6.4,0.4,0,7,2,15
FDJF3EW2,F,DJF,3,EW,2,65.2,306.83,1070.19,2820.68,4123.19,3.7046,6.849315,6.98,0.64,0,5,1,14
FDJF3EX2,F,DJF,3,EX,2,65.79,299.47,1225.1,2909.13,4203.12,16.8132,10.110585,7.09,0.43,0,11,4,28
FDNC1AA2,F,DNC,1,AA,2,56.33,255.64,1359.74,3079.68,4069.85,16.0048,1.272984,3.7,0.19,0,10,0,16
FDNC1AB2,F,DNC,1,AB,2,55.77,260.26,1267.51,2875.66,4067.41,12.7913,1.291513,1.68,0.2,0,6,4,15
FDNC1AC2,F,DNC,1,AC,2,54.32,263.34,1362.33,2767.87,4118.27,9.5897,1.735016,1,0,0,11,5,16
FDNC1AD2,F,DNC,1,AD,2,56.6,243.37,1111.93,2853.05,4100.43,10.0985,3.900709,5.83,0.25,0,4,2,8
FDNC1AE2,F,DNC,1,AE,2,52.86,245.39,1291.66,3086.99,4140.81,11.5779,1.781737,4.77,0.25,0,6,3,12
FDNC1AF2,F,DNC,1,AF,2,53.95,232.57,1196.56,2995.08,4065.76,10.0691,1.4,1,0.11,0,5,2,9
FDNC1AG2,F,DNC,1,AG,2,50.55,198.07,1694.63,3130.49,4443.87,10.422,2.298851,3.93,0.09,0,7,4,11
FDNC1AH2,F,DNC,1,AH,2,55.22,228.86,1295.04,2930.52,4186.92,-0.1613,3.265306,4.42,0.25,0,0,4,4
FDNC1AI2,F,DNC,1,AI,2,57.11,243.72,1386.81,2889.35,4197.86,-2.1531,3.030303,6.15,0.2,0,5,3,10
FDNC1AJ2,F,DNC,1,AJ,2,61.22,235.26,1378.31,2679.6,4071.71,13.5206,3.831418,5.65,0.22,0,3,4,9
FDRR1AA2,F,DRR,1,AA,2,62.46,240.72,1081.47,2928.87,3961.38,14.4141,4.282116,5.8,0.3,0,2,1,10
FDRR1AD2,F,DRR,1,AD,2,67.86,236.32,1012.63,2623.83,4034.21,17.2627,1.926662538,2.54,0.16,0,4,10,19
FDRR1AE2,F,DRR,1,AE,2,66.5,232.01,1384.87,2933.61,4030.27,17.3183,0.410959,4.49,0,1,0,3,3
FDRR1AF2,F,DRR,1,AF,2,69.26,302.6,1024.97,2715.06,4083.1,19.7508,8.580858,6.87,0.12,0,10,13,25
FDRR1AG2,F,DRR,1,AG,2,65.26,218.3,1241.21,2957.24,3974.05,18.2348,2.180974,5.31,0.48,0,10,10,31
FDRR1AH2,F,DRR,1,AH,2,68.55,242.77,1321.26,2882.51,4073.77,27.0239,0.803213,3.99,0,0,3,2,5
FDRR1AI2,F,DRR,1,AI,2,66,203.6,1208.38,2865.38,4046.51,9.0709,3.191489,5.79,0.43,0,2,2,7
FDRR1AJ2,F,DRR,1,AJ,2,63.7,219.55,1378.82,2880.6,4076.35,10.9844,1.87638,5.53,0.5,1,0,3,6
FDRR1AK2,F,DRR,1,AK,2,67.14,244.79,1206.44,2855.96,4115.31,11.3409,8.139535,7.27,0.3,3,2,13,23
FDRR1AL2,F,DRR,1,AL,2,67.95,266.05,1223.09,2945.32,3985.65,19.7284,3.732809,5.26,0.6,0,4,0,10
FDRR1AM2,F,DRR,1,AM,2,65.1,219.81,1221.57,2866.43,3966.66,13.3176,2.060844,6.27,0.67,0,2,4,12
FDRR1AN2,F,DRR,1,AN,2,66.53,239.76,1231.64,2801.95,4060.88,20.8399,4.371585,4.92,0.64,0,4,0,11
FDRR1AO2,F,DRR,1,AO,2,66.51,223.44,1267.37,2845.51,4032.44,17.7691,2.844639,4.76,0.57,0,2,4,14
MDAW1AA2,M,DAW,1,AA,2,51.9,275.95,1264.06,3044.54,4538.12,-40,5.116279,5.8,1,1,0,1,7
MDAW1AB2,M,DAW,1,AB,2,63.86,214.41,1425.19,2652.21,4177.78,2.9473,2.985075,8.59,0,0,3,1,4
MDAW1AC2,M,DAW,1,AC,2,53.72,261.55,1218.9,2780.42,4355.43,-1.5042,1.020408,6.7,1,0,0,0,4
MDAW1AD2,M,DAW,1,AD,2,67.43,316.73,1192.97,2383.7,3827.91,-6.5392,7.54717,4.7,1,0,0,1,1
MDAW1AE2,M,DAW,1,AE,2,64.98,269.92,1204.91,2719.83,3859.99,-40,3.100775,5.16,0.5,0,1,1,2
MDAW1AF1,M,DAW,1,AF,1,66.36,266.72,1162.5,2799.99,4194.15,0.5095,6.639004,6.91,1,1,0,0,4
MDAW1AG2,M,DAW,1,AG,2,61.85,264.11,1217.46,2831.05,4146.21,17.7487,2.979066,5.52,0.57,0,8,4,23
MDAW1AH1,M,DAW,1,AH,1,61.21,261.94,1319,2930.02,4121.23,10.8041,2.056555,4.13,1,0,0,0,2
MDAW1AI2,M,DAW,1,AI,2,66.54,259.61,874.28,2469.94,3921.65,-1.2469,7.407407,5.94,0.67,0,2,0,6
MDAW1AJ2,M,DAW,1,AJ,2,59.75,256.35,1508,3161.49,4507.2,-1.1767,5.017921,5.35,0.71,0,2,1,7
MDAW1AK2,M,DAW,1,AK,2,67.84,259.1,1271.71,2738.63,4151.7,9.4105,7.876712,5.68,0.56,0,2,2,9
MDAW1AL2,M,DAW,1,AL,2,65.44,284.44,1097.77,2769.77,4162.73,15.0848,4.48833,5.85,0.86,0,0,1,7
MDAW1AM2,M,DAW,1,AM,2,62.41,238.27,1181.64,2968.43,4212.98,4.8336,1.570681,5.03,0.75,0,1,0,4
MDAW1AN2,M,DAW,1,AN,2,62.1,249.49,1351.29,2744.62,4151.86,14.905,0.224972,5.39,0.11,0,1,7,9
MDAW1AO2,M,DAW,1,AO,2,69.36,253.27,1136.23,2574.42,3987.92,22.568,1.583113,5.73,0.67,0,2,3,6
MDAW1AP2,M,DAW,1,AP,2,62.25,250.21,1436.39,2828.24,4187.06,17.9792,2.181818,5.43,0.36,0,5,4,14
MDAW1AQ1,M,DAW,1,AQ,1,68.02,264.35,1117.5,2707.24,4237.56,0.9524,8.26087,4.74,1,0,0,3,5
