filename,gender,speaker,gradelevel,sentence,modification,intensity,f0,f1,f2,f3,snr,spr,score,accuracy,insertion,deletion,substitution,words
FAHJ1BO2,F,AHJ,1,BO,2,64.85,233.93,1753.45,3230.5,4719.82,8.9969,7.906977,7.56,0.5,0,5,0,10
FAHJ1BP2,F,AHJ,1,BP,2,62.61,241.09,1264.37,2780.57,4272.75,19.0951,3.413655,5.35,0.5,0,4,1,10
FAHJ1BQ2,F,AHJ,1,BQ,2,61.94,245.56,1508.31,3066.04,4421.79,-2.7967,7.5,6.75,0.36,0,6,3,14
FAHJ1BR2,F,AHJ,1,BR,2,65.57,246.44,1717.28,3159.55,4553.68,7.2098,5.116279,6.29,0.38,0,3,1,8
FAHJ1BS2,F,AHJ,1,BS,2,63.93,253.4,1466.02,3080.47,4393.63,15.3385,5.442177,7.12,0.44,0,6,3,18
FAHJ1BT2,F,AHJ,1,BT,2,65.1,244.17,1429.52,2967.4,4500.5,-7.2859,6.790123,7.13,0.55,0,2,3,11
FAHJ1BU2,F,AHJ,1,BU,2,62.19,242.16,1433.83,2852.51,4284.32,15.3927,3.550296,5.79,0.43,0,12,1,23
FAHJ1BV2,F,AHJ,1,BV,2,64.56,249.09,1513.84,2927.7,4376.51,4.5647,5.474453,6.31,0.42,0,6,1,12
FAHJ1BW2,F,AHJ,1,BW,2,65.98,246.3,1255.79,2827.81,4344.36,-3.0017,7.360406,6.57,0.53,0,6,1,15
FAHJ1BX2,F,AHJ,1,BX,2,63.86,235.87,1183.18,2686.31,4173.62,13.0565,5.594406,7.02,0.67,0,2,1,9
FAHJ1BY1,F,AHJ,1,BY,1,64.85,240.62,1414.5,2951.08,4538.95,-0.0852,9.677419,5.94,0.8,0,0,2,5
FAHJ1BZ2,F,AHJ,1,BZ,2,58.93,234.95,1616.15,2974.99,4401.91,6.2191,2.727273,7.92,0.67,0,2,0,6
FAHJ1CA2,F,AHJ,1,CA,2,62.84,217.33,1578.71,3063.02,4455.52,15.3756,6.018519,7.54,0.41,0,8,1,17
FAHJ1CB1,F,AHJ,1,CB,1,65.94,261.9,1424.86,3053.61,4459.94,-0.8291,7.333333,2.89,0.83,0,0,1,6
FAHJ1CC2,F,AHJ,1,CC,2,64.9,253.15,1560.49,3152.88,4471.28,27.5851,5.252101,7.12,0.53,0,7,1,15
FAHJ1CD2,F,AHJ,1,CD,2,66.29,246.45,1311.78,3011.47,4351.73,3.8551,3.383459,5.23,0.43,0,2,0,7
FAHJ1CE2,F,AHJ,1,CE,2,61.02,257.27,1464.68,2903.22,4222.62,17.0471,1.610018,5.76,0.38,0,1,4,8
FAHJ1CF2,F,AHJ,1,CF,2,63.23,255.05,1312.16,2788.67,4212.06,18.7564,3.194103,6.69,0.44,0,3,2,9
FAHJ1CG1,F,AHJ,1,CG,1,63.83,246.11,1628.25,3066.67,4416.28,4.2036,7.073955,6.52,0.63,0,1,3,8
FAHJ1CH2,F,AHJ,1,CH,2,66.16,251.77,1430.39,2793.19,4268.12,4.343,3.355705,6.59,0.31,0,6,3,13
FAHJ1CI2,F,AHJ,1,CI,2,63.55,248.36,1347.61,2841.2,4160.68,15.2267,2.766798,5.76,0.57,0,2,1,7
FAHJ1CJ2,F,AHJ,1,CJ,2,64.77,238.88,1403.81,2864.29,4293.37,26.3433,4.847645,6.64,0.71,0,4,1,17
FAHJ1CK2,F,AHJ,1,CK,2,63.39,233.22,1533.67,3002.44,4353.26,18.8371,3.058824,7.15,0.58,0,4,1,12
FAHJ1CL2,F,AHJ,1,CL,2,62.42,248.06,1459.74,2971.56,4248.83,10.5277,2.342488,5.55,0.44,0,11,5,25
FAHJ1CM2,F,AHJ,1,CM,2,63.76,245.22,1375.97,2900.15,4208.25,16.8952,3.275705,6.39,0.57,0,8,1,21
FAHJ1CN2,F,AHJ,1,CN,2,61.43,233.02,1555.01,3002.18,4415.86,9.7179,3.762376,6.79,0.44,0,12,2,25
FAHJ1CO2,F,AHJ,1,CO,2,62.84,229.62,1454.97,2928.57,4658.02,5.0058,7.734807,7.78,0.82,0,2,1,11
FAHJ1CP2,F,AHJ,1,CP,2,64.27,226.91,1527.31,2928.81,4449,3.3462,6.25,6.44,0.56,0,2,0,9
FAHJ1CQ2,F,AHJ,1,CQ,2,61.29,238.61,1553.85,3014.58,4416.5,15.3539,7.086614,7.2,0.64,0,4,4,14
FAHJ1CR2,F,AHJ,1,CR,2,62.54,230.3,1463.26,3023.47,4392.54,15.4043,3.821656,6.24,0.37,0,11,1,19
FAHJ1CS2,F,AHJ,1,CS,2,64.86,242.15,1415.45,2967.24,4382.03,26.6638,6.022409,6.77,0.52,0,9,3,23
FAHJ1CT2,F,AHJ,1,CT,2,65.73,240.22,1591.58,3022.61,4593.72,0.9417,6.872852,5.96,0.75,0,2,0,8
FAHJ1CU2,F,AHJ,1,CU,2,66.06,234.62,1416.56,2802.48,4171.62,18.7965,9.181637,6.71,0.88,1,2,5,17
FAHJ1CV2,F,AHJ,1,CV,2,64.42,230.1,1302.07,2885.05,4438.41,16.0692,5.434783,6.32,0.62,0,5,0,13
FAHJ1CW1,F,AHJ,1,CW,1,63.27,237.2,1436.09,2933.7,4534.24,2.4709,7.508532,7.6,0.57,0,2,1,7
FAHJ1CX2,F,AHJ,1,CX,2,62.87,243.4,1643.13,2934.59,4388.68,20.3009,3.87674,6.39,0.61,0,5,1,18
FAHJ1CY2,F,AHJ,1,CY,2,62.69,230.88,1587.88,2997.43,4634.31,-1.3665,5.776173,6.41,0.5,0,2,4,8
FAHJ1CZ2,F,AHJ,1,CZ,2,63.73,232.58,1342.46,2824.51,4420.76,8.7644,7.554672,7.12,0.62,0,2,1,13
FAHJ1DA2,F,AHJ,1,DA,2,65.15,241.08,1261.87,2541.34,4324.33,2.3588,5.531915,6.47,0.43,0,1,4,7
FAHJ1DB2,F,AHJ,1,DB,2,64.77,240.85,1529.53,3059.27,4617.11,4.1805,11.320755,7.8,0.56,0,2,1,9
FAHJ1DC2,F,AHJ,1,DC,2,61.39,233.8,1313.28,2912.29,4352.66,18.8443,6.347439,7.39,0.63,0,9,0,24
FAHJ1DD2,F,AHJ,1,DD,2,63.95,237.57,1300.33,2799.35,4481.99,-0.7263,7.197943,7.34,0.54,0,2,2,13
FAHJ1DE2,F,AHJ,1,DE,2,63.21,238.31,1620.85,3077.67,4515.6,14.5294,5.588822,7.53,0.47,0,10,0,19
FAHJ1DF2,F,AHJ,1,DF,2,61.63,236.83,1447.86,3131.1,4545.29,1.7493,3.835616,7.62,0.33,0,2,4,9
FAHJ1DG2,F,AHJ,1,DG,2,63.34,246.59,1381.81,3012.9,4552.6,11.1359,4.241071,6.77,0.61,0,6,0,18
FAHJ1DH1,F,AHJ,1,DH,1,64.42,238.09,1369.69,2851.36,4446.5,11.6364,6.878307,6.61,1,0,0,0,13
FAHJ1DI2,F,AHJ,1,DI,2,60.67,238.15,1444.76,2892.78,4573.06,2.4642,2.659574,5.77,1,0,0,0,6
FAHJ1DJ2,F,AHJ,1,DJ,2,63.36,243,1312.64,2824.29,4238.89,8.6278,6.495264,7.04,0.5,0,6,2,20
FAHJ1DK2,F,AHJ,1,DK,2,61.26,241.72,1425.95,2832.35,4401.42,15.7619,2.675585,7.16,0.31,0,4,5,13
FAHJ1DL2,F,AHJ,1,DL,2,65.15,242.78,1325.92,2731.76,4436.76,18.3091,9.433962,7.42,0.73,0,3,0,11
FAHJ1DM2,F,AHJ,1,DM,2,63.98,243.53,1337.55,2799.06,4378.92,18.4933,6.329114,5.43,0.58,0,5,0,12
FAHJ1DN2,F,AHJ,1,DN,2,63.57,238.23,1156.86,2798.65,4392.79,0.1864,4.225352,5.72,0.56,0,3,1,9
FAHJ1DO2,F,AHJ,1,DO,2,62.61,242.19,1445.31,2901.31,4386.92,6.3031,5.811623,7.06,0.46,0,5,2,13
FAHJ1DP2,F,AHJ,1,DP,2,63.15,242.41,1324.52,2763.46,4334.85,-4.0393,7.664234,7.4,0.71,0,1,1,7
FAHJ1DQ2,F,AHJ,1,DQ,2,62.88,250.5,1365.89,2762.19,4256.11,11.5854,2.409639,7.34,0.13,0,4,8,15
FAHJ1DR1,F,AHJ,1,DR,1,63.78,236.97,1204.95,2680.08,4019.44,18.3003,6.198347,6.51,1,0,0,0,6
FAHJ1DS2,F,AHJ,1,DS,2,65.41,240.57,1381.46,2663.41,4170.82,9.9942,6.042296,6.79,0.4,0,6,2,15
FAHJ1DT2,F,AHJ,1,DT,2,65,237.19,1407.49,2849.57,4315.19,5.3197,7.284768,7.01,0.71,0,2,1,14
FAHJ1DU2,F,AHJ,1,DU,2,64.03,242.57,1165.04,2654.22,4109.36,9.7316,8.25,6.9,0.6,0,5,4,15
FAHJ1DV2,F,AHJ,1,DV,2,64.16,252.5,1489.56,2951.68,4324.06,18.0138,4.740061,6.37,0.44,0,9,1,18
FAHJ1DW2,F,AHJ,1,DW,2,64.92,244.53,1675.19,2953.44,4324.35,19.4324,4.339623,6.18,0.39,0,10,1,18
FAHJ1DX2,F,AHJ,1,DX,2,66.83,247.87,1458.24,2866.73,4354.03,5.0631,8.496732,7.72,0.29,0,3,2,7
FAHJ1DY2,F,AHJ,1,DY,2,65.53,241.14,1246.16,2809.32,4267.85,12.3692,6.802721,6.38,0.47,0,5,4,17
FAHJ2DZ2,F,AHJ,2,DZ,2,66.12,252.72,1310.63,2681.41,4203.35,-40,7.028112,3.57,0.69,0,6,5,16
FAHJ3EB2,F,AHJ,3,EB,2,67.63,237.69,1248.64,2714.16,4251.6,1.9047,8.416834,7.11,0.3,0,8,4,20
FAHJ3EC2,F,AHJ,3,EC,2,62.98,237.88,1533.21,3039.94,4496.53,25.5438,3.579098,5.8,0.36,1,11,8,28
FAHJ3ED2,F,AHJ,3,ED,2,63.57,246.88,1453.52,2957.36,4610.74,13.215,6.683168,7.06,0.53,0,7,0,15
FAHJ3EE2,F,AHJ,3,EE,2,62.91,243.75,1562.33,2981.37,4451.78,14.5383,5.106383,7.33,0.48,0,17,10,44
FAHJ3EF2,F,AHJ,3,EF,2,63.17,248.64,1449.16,2877.49,4399.85,17.8096,5.750225,6.83,0.42,0,12,5,33
FAHJ3EG2,F,AHJ,3,EG,2,62.14,251.78,1505.42,2869.61,4361.37,21.676,2.207792,6.39,0.45,0,11,4,31
FAHJ3EH2,F,AHJ,3,EH,2,62.71,246.61,1474.07,2870.97,4334.18,19.9881,3.565062,6.46,0.45,0,12,6,31
FAHJ3EJ2,F,AHJ,3,EJ,2,63.39,236.61,1565.6,2978.86,4339.77,4.8309,2.669405,6.44,0.43,0,6,1,14
FAHJ3EK2,F,AHJ,3,EK,2,60.4,242.71,1543.17,3094.09,4479.08,-40,7.804878,6.88,0.63,0,3,0,8
FAHJ3EL2,F,AHJ,3,EL,2,62.4,240.73,1491.76,2907.13,4368.88,22.2322,4.142012,7.08,0.42,0,5,6,19
FAHJ3EM2,F,AHJ,3,EM,2,65.3,249.05,1522.3,2946.92,4340.24,17.787,5.257624,6.52,0.55,0,10,4,31
FAHJ3EN2,F,AHJ,3,EN,2,66.08,242.25,1437.32,3156.94,4519.01,14.2508,5.882353,6.32,0.67,0,4,1,15
FAHJ3EO2,F,AHJ,3,EO,2,65.14,251.48,1486.65,2995.34,4343.3,9.3499,4.854369,5.84,0.43,0,8,7,21
FAHJ3EP2,F,AHJ,3,EP,2,63.64,249.71,1550.32,2985.06,4296.4,14.7186,7.460545,7.12,0.68,0,6,6,22
FAHJ3EQ2,F,AHJ,3,EQ,2,64.26,248.26,1351.81,2821.36,4234.17,12.8609,5.865103,7.21,0.5,0,7,0,14
FAHJ3ER2,F,AHJ,3,ER,2,64.44,246.27,1308.52,2868.4,4313.11,4.4736,6.896552,7.07,0.8,1,1,3,15
FAHJ3ES2,F,AHJ,3,ES,2,63.05,240.38,1570.87,3029.81,4420.02,22.266,5.942857,6.59,0.81,0,4,0,21
FAHJ3ET2,F,AHJ,3,ET,2,62.49,247.71,1539.92,2962.75,4394.64,17.5549,6.029579,7.02,0.8,0,4,2,20
FAHJ3EU2,F,AHJ,3,EU,2,63.49,241.93,1494.71,2910.95,4432.06,10.8644,4.900181,7.1,0.85,0,3,3,13
FAHJ3EV2,F,AHJ,3,EV,2,64.73,249.77,1420.34,3106.57,4524.31,5.9094,5.570292,3.78,0.75,0,2,0,8
FAHJ3EW2,F,AHJ,3,EW,2,62.26,249.27,1529.2,3137.03,4481.14,20.0619,5.577689,6.89,0.53,0,3,4,15
FAHJ3EX2,F,AHJ,3,EX,2,63.09,241.91,1557.61,3103.58,4463.1,9.9292,4.863813,5.47,0.71,1,4,4,21
FAJB1AA2,F,AJB,1,AA,2,63.58,245.2,1189.67,2729.27,4140.43,23.4847,4.731183,5.67,0.5,0,5,1,12
FAJB1AB2,F,AJB,1,AB,2,64.9,243.1,1115.78,2738.21,4104.34,7.5537,3.157895,6.25,0.13,0,3,3,8
FAJB1AC2,F,AJB,1,AC,2,66.6,255.88,1339.37,2762.45,4044.91,17.9484,2.75,1,0.27,0,6,2,11
FAJB1AD2,F,AJB,1,AD,2,64.96,242.93,1192.89,2734.05,3984.45,16.55,3.571429,6.96,0.23,0,9,1,13
FAJB1AE2,F,AJB,1,AE,2,62.07,221.63,1202.95,2698.8,4042.26,20.0784,5.021834,5.3,0.46,0,7,0,13
FAJB1AF2,F,AJB,1,AF,2,64.83,232.08,1172.17,2740.42,4102.89,10.5356,4.424779,7.04,0.3,0,6,1,10
FAJB1AG2,F,AJB,1,AG,2,66.2,239.89,1264.13,2831.31,4168.34,21.8408,4.441624,6.39,0.38,0,14,2,29
FAJB1AH2,F,AJB,1,AH,2,66.31,239.5,1017.46,2794.05,4141.27,5.8562,5.031447,4.95,0.29,0,5,0,7
FAJB1AI2,F,AJB,1,AI,2,67.76,221.89,1130.84,2656.13,4059.03,1.924,8.433735,6.51,0.67,0,2,0,6
FAJB1AJ2,F,AJB,1,AJ,2,64.93,246.89,1338.72,2815.06,4128.52,11.9107,5,6.57,0.57,0,2,1,7
FAJB1AK2,F,AJB,1,AK,2,65.24,239.28,1310.37,2670.62,4030.28,16.8496,5.555556,6.06,0.46,0,7,0,13
FAJB1AL2,F,AJB,1,AL,2,65.77,253.53,1142.01,2695.07,4145.96,21.9234,5.263158,5.24,0.33,0,12,0,18
FAJB1AM2,F,AJB,1,AM,2,64.78,235.46,1071.77,2726.44,4001.5,19.7588,5.392157,6.15,0.5,0,9,0,18
FAJB1AN2,F,AJB,1,AN,2,66.23,240.17,1298.24,2699.21,4170.79,4.5883,3.072626,5.73,0.22,0,3,4,9
FAJB1AO2,F,AJB,1,AO,2,62.53,230.2,1275.83,2713.81,4116.73,17.8913,3.054449,6.51,0.22,0,17,2,27
FAJB1AP2,F,AJB,1,AP,2,62.47,207.62,1465.05,2894.31,4235.37,19.2464,5.928854,6.34,0.5,0,7,0,14
FAJB1AQ2,F,AJB,1,AQ,2,63.21,229.93,1382.71,2975.9,4177.37,12.8754,4.180064,5.27,0.5,0,3,2,8
FAJB1AR2,F,AJB,1,AR,2,63.58,230.81,1239.66,2828.52,4201.13,15.4198,3.820225,6.07,0.31,0,9,2,16
FAJB1AS2,F,AJB,1,AS,2,63.85,227.42,1404.49,3036.19,4273.43,16.2277,4.032258,5.43,0.47,0,10,0,19
FAJB1AT2,F,AJB,1,AT,2,63.86,246.49,1210.86,2808.87,4138.62,10.0253,5.735661,6.24,0.38,0,10,0,16
FAJB1AU2,F,AJB,1,AU,2,63.34,237.25,1275.31,2884.95,4251.14,15.9874,6.126126,6.7,0.45,0,11,1,22
FAJB1AV2,F,AJB,1,AV,2,63.61,233.5,1272.05,2959.78,4220.61,20.2601,3.680336,6.37,0.43,0,15,1,28
FAJB1AW2,F,AJB,1,AW,2,62.47,230,1321.57,2916.46,4213.03,23.0975,2.580645,5.21,0.29,0,9,2,14
FAJB1AX2,F,AJB,1,AX,2,63.48,220.38,1276.05,2784.96,4308.31,16.426,6.793478,7.25,0.31,0,10,1,16
FAJB1AY1,F,AJB,1,AY,1,62.88,213.19,1166.15,2787.06,4172.01,15.288,7.02403,6.72,0.9,0,0,0,10
FAJB1AZ2,F,AJB,1,AZ,2,59.11,220.78,1302.91,2914.99,4219.79,16.0139,2.33463,5.68,0.33,0,6,3,12
FAJB1BA2,F,AJB,1,BA,2,61.66,224.44,1347.06,3028.28,4305.55,17.2384,6.761566,5.73,0.42,0,14,0,24
FAJB1BB2,F,AJB,1,BB,2,62.33,242.99,1253.37,2944.17,4151.92,16.0042,4.491726,7.26,0.43,0,7,1,14
FAJB1BC2,F,AJB,1,BC,2,61.76,228.37,1277.31,2869.86,4128.74,16.0789,4.03071,6.67,0.54,0,6,0,13
FAJB1BD2,F,AJB,1,BD,2,62.52,219.83,1301.69,2877.11,4226.98,13.4106,4.931507,5.85,0.27,0,6,2,11
FAJB1BE2,F,AJB,1,BE,2,62.82,216.92,1294.38,2955.19,4210.35,-40,3.488372,5.64,0.5,0,7,3,16
FAJB1BF2,F,AJB,1,BF,2,63.65,236.01,1240.85,2857.07,4172.87,14.3507,4.460432,4.85,0.67,0,4,0,15
FAJB1BG2,F,AJB,1,BG,2,61.41,233.47,1279.86,2908.9,4229.49,13.6643,2.721088,6.47,0.58,0,4,2,12
FAJB1BH2,F,AJB,1,BH,2,61.27,224.2,1197.8,2780.99,4262.57,14.1835,4.578313,6.86,0.41,0,9,3,17
FAJB1BI2,F,AJB,1,BI,2,63.54,218.9,1326.98,2850.65,4239.06,15.9151,6.09319,6.45,0.5,0,11,0,22
FAJB1BJ1,F,AJB,1,BJ,1,62.95,233.52,1289.65,2890.61,4330.7,15.1133,7.526882,6.88,1,0,0,0,5
FAJB1BK2,F,AJB,1,BK,2,60.42,229.52,1323.38,3074.94,4253.19,14.9172,5.120482,5.98,0.45,0,11,0,20
FAJB1BL2,F,AJB,1,BL,2,61.81,229.45,1349.91,2863.96,4234.49,4.495,5.460751,6.4,0.6,0,1,1,5
FAJB1BM2,F,AJB,1,BM,2,62.3,227.78,1283.42,2906.09,4280.46,1.6548,7.592191,6.53,0.56,0,5,2,16
FAJB1BN2,F,AJB,1,BN,2,63.8,233.05,1483.72,3007.63,4300.89,15.5725,5.938697,5.75,0.5,0,10,0,20
FAJB1BO2,F,AJB,1,BO,2,62.59,233.24,1467.83,3135.26,4476.07,5.8382,5.923345,6.99,0.29,0,9,0,14
FAJB1BP1,F,AJB,1,BP,1,63.21,223.6,1193.38,2943.63,4206.74,14.9566,3.977273,4.72,1,0,0,0,6
FAJB1BQ2,F,AJB,1,BQ,2,63.69,216.97,1334.76,3023.78,4285.65,16.8619,5.672269,6,0.39,0,10,1,18
FAJB1BR2,F,AJB,1,BR,2,63.99,237.5,1293.92,2899.41,4308.24,9.1877,3.691275,5.6,0.21,0,9,2,14
FAJB1BS2,F,AJB,1,BS,2,62.01,227.8,1230.95,2856.01,4211.82,16.7612,5.541237,6.5,0.37,0,18,2,30
FAJB1BT2,F,AJB,1,BT,2,64.08,216.13,1270.04,2857.26,4277.01,4.9686,5.5,6.09,0.47,0,6,3,15
FAJB1BU2,F,AJB,1,BU,2,60.62,217.1,1221.81,2863.05,4162.93,19.038,4.51843,6.4,0.45,0,12,0,22
FAJB1BV2,F,AJB,1,BV,2,63.5,239.05,1408.07,2989.42,4292.09,10.4271,5.033557,6.12,0.63,0,2,1,8
FAJB1BW2,F,AJB,1,BW,2,62.15,234.78,1221.73,2866.18,4108.25,15.6731,5.108359,6.2,0.32,0,21,1,31
FAJB1BX2,F,AJB,1,BX,2,63.7,215.87,1262.21,2973.05,4338,7.8989,6.21118,6.1,0.78,0,2,0,9
FAJB1BY2,F,AJB,1,BY,2,60.81,219.69,1335.17,3026.68,4233.94,13.0827,2.265372,6.09,0.38,0,3,2,8
FAJB1BZ2,F,AJB,1,BZ,2,63.12,231.33,1146.07,2854.24,4014.83,12.7503,5.750799,4.66,0.67,0,2,0,6
FAJB1CA1,F,AJB,1,CA,1,65.81,217.4,1248.78,2927.09,4209.36,11.0628,6.21118,5.89,1,0,0,0,7
FAJB1CB2,F,AJB,1,CB,2,63,219.59,1350.73,2849.94,4144.47,15.7854,4.712042,2.32,0.36,0,5,2,11
FAJB1CC2,F,AJB,1,CC,2,63.21,239.64,1536.05,3059.39,4292.05,16.2164,5.111111,6.57,0.4,0,8,1,15
FAJB1CD1,F,AJB,1,CD,1,63.85,236.48,1430.76,3223.08,4366.05,7.7354,4.587156,4.7,1,0,0,1,5
FAJB1CE2,F,AJB,1,CE,2,62.32,230.85,1350.34,2990.85,4193.54,15.186,2.290076,5.5,0.42,0,6,2,12
FAJB1CF2,F,AJB,1,CF,2,61.59,219.02,1300.65,2872.45,4214.08,13.1411,3.532609,5.67,0.67,0,1,1,6
FAJB1CG2,F,AJB,1,CG,2,63.38,227.63,1370.83,2953.31,4213,13.0757,5.804749,6.09,0.7,0,3,2,10
FAJB1CH2,F,AJB,1,CH,2,63.3,225.42,1375.77,2973.81,4211.76,16.9799,4.964539,6.14,0.5,0,5,1,12
FAJB1CI2,F,AJB,1,CI,2,62.67,223.95,1491.29,3015.43,4310.51,7.5799,6.422018,6.77,0.38,0,8,0,13
FAJB1CJ2,F,AJB,1,CJ,2,62.2,223.62,1493.26,2995.73,4206.43,18.845,4.577969,6.36,0.5,0,8,2,20
FAJB1CK2,F,AJB,1,CK,2,61.14,221.03,1374.39,3043.73,4190.95,15.022,3.755869,6.42,0.43,0,12,0,21
FAJB1CL2,F,AJB,1,CL,2,60.81,229.1,1346.51,2889.13,4193.02,17.1693,2.443609,4.77,0.33,0,7,1,12
FAJB1CM2,F,AJB,1,CM,2,64.37,232.43,1290.04,2848.49,4072.78,17.0955,3.404255,7.02,0.59,0,7,0,17
FAMB1AA2,F,AMB,1,AA,2,62.18,287.05,1290.98,2870.58,4165.3,23.9689,3.622251,4.91,0.41,0,9,1,17
FAMB1AB2,F,AMB,1,AB,2,66.65,292.75,1029.28,2715.85,4151.86,1.6462,5.501618,5.55,0.38,0,2,4,8
FAMB1AC2,F,AMB,1,AC,2,63.57,282.89,1318.06,2737.6,4306.3,23.108,1.827243,4.18,0.56,0,4,0,9
FAMB1AD2,F,AMB,1,AD,2,64.15,285.25,1089.47,2897.66,4250.43,-3.2715,7.623318,5.71,0.8,0,1,0,5
FAMB1AE2,F,AMB,1,AE,2,61.71,296.75,1047.65,2780.8,3913.66,7.7075,5.780347,4.67,0.29,0,11,1,17
FAMB1AF2,F,AMB,1,AF,2,62.53,278.88,1290.88,2790.77,4027.16,20.6981,1.176471,4.46,0.15,0,8,3,13
FAMB1AG2,F,AMB,1,AG,2,63.19,288.38,1249.05,2790.41,4128.96,-1.0699,2.927928,4.75,0.47,0,14,4,30
FAMB1AH2,F,AMB,1,AH,2,64.38,276.58,1177.35,2680.61,4149.27,7.7064,3.773585,4.14,0,0,3,2,5
FAMB1AI2,F,AMB,1,AI,2,62.42,285.54,1193.95,2726.62,4013.57,20.2059,2.972399,4.44,0.5,0,4,0,8
FAMB1AJ2,F,AMB,1,AJ,2,63.36,283.74,1067.4,2716.39,4218.83,8.2038,6.137184,5.16,0.45,0,6,2,11
FAMB1AK2,F,AMB,1,AK,2,59.26,278.63,1340.94,2747.16,3929.83,16.1381,2.093596,4.47,0.63,0,2,1,8
FAMB1AL2,F,AMB,1,AL,2,64.87,308.09,1113.64,2620.61,4036.35,14.2145,4.665314,5.85,0.36,0,8,0,14
FAMB1AM2,F,AMB,1,AM,2,62.83,286.8,1223.8,2816.9,4098.73,15.8037,2.345059,5.45,0.36,0,9,2,14
FAMB1AN2,F,AMB,1,AN,2,63.86,292.48,1118.21,2667.99,4152.36,-1.1283,2.268431,4.47,0.45,0,5,1,11
FAMB1AO2,F,AMB,1,AO,2,65.05,281.11,935.99,2614.89,4090.17,1.6536,1.785714,3.59,0.14,0,8,6,14
FAMB1AP2,F,AMB,1,AP,2,62.83,291.15,1384.2,2748.33,4170.62,15.3504,1.95713,4.7,0.36,0,7,2,14
FAMB1AQ2,F,AMB,1,AQ,2,67.13,291.13,1101.98,2748.55,4269.69,2.309,4.918033,5.09,0.67,0,3,1,9
FAMB1AR2,F,AMB,1,AR,2,62.36,281.43,1290.1,2643.28,4033.5,-0.0146,1.600985,5.49,0.31,0,6,2,13
FAMB1AS2,F,AMB,1,AS,2,62.69,281.28,1220.81,2825.62,4196.77,21.5996,2.932551,4.23,0.5,0,5,2,14
FAMB1AT2,F,AMB,1,AT,2,62.91,287.68,1220.8,2586.3,4164.15,19.9154,3.816794,5.36,0.33,0,12,1,18
FAMB1AU2,F,AMB,1,AU,2,63.31,264.41,1200.51,2814.91,4176.97,22.2763,3.439153,5.06,0.26,0,10,4,19
FAMB1AV2,F,AMB,1,AV,2,63.82,272.76,1254.4,2871.52,4207.3,22.6611,3.003337,5.05,0.28,0,9,1,18
FAMB1AW2,F,AMB,1,AW,2,62.25,301.21,1289.13,2760.8,4150.67,21.6256,2.727273,3.18,0.3,0,4,3,10
FAMB1AX2,F,AMB,1,AX,2,64.38,286.88,1072.64,2600.46,4166.53,22.128,6.136364,5.26,0.4,0,9,0,15
FAMB1AY2,F,AMB,1,AY,2,62.36,269.28,1198.27,2713.83,4095.01,16.7771,3.939962,5.24,0.3,0,10,4,23
FAMB1AZ2,F,AMB,1,AZ,2,63.43,274.18,1281.01,2877.16,4127.12,15.4043,0.87108,4.58,0.08,0,8,3,13
FAMB1BA2,F,AMB,1,BA,2,63.81,280.31,1274.15,2920.53,4247.13,20.5024,3.305785,4.76,0.29,0,14,3,24
FAMB1BB2,F,AMB,1,BB,2,62.21,298.65,1356.96,2985.29,4228.3,18.8683,2.535832,4.82,0.64,0,4,0,11
FAMB1BC2,F,AMB,1,BC,2,61.81,285.5,1513.85,2968.02,4289.88,23.0269,2.452316,5.16,0.27,0,5,5,11
FAMB1BD2,F,AMB,1,BD,2,65.72,317.07,1124.89,3036.65,4310.38,14.7563,6.916427,5.23,0.42,0,7,0,12
FAMB1BE2,F,AMB,1,BE,2,63.84,279.95,1236.37,2875.24,4146.34,20.7562,3.773585,4.99,0.39,0,12,2,23
FAMB1BF2,F,AMB,1,BF,2,61.93,267.51,1262.32,2863.97,4278.61,4.6338,1.920236,4.34,0.5,0,9,1,20
FAMB1BG2,F,AMB,1,BG,2,64.72,274.68,1315.12,3004.91,4301.57,10.2728,5.329949,5.09,0.58,0,5,0,12
FAMB1BH2,F,AMB,1,BH,2,62.77,280.11,1278.19,2810.31,4292.94,17.6639,2.686567,5.12,0.33,0,3,3,9
FAMB1BI2,F,AMB,1,BI,2,62.33,270.72,1345.45,2859.79,4196.63,9.1754,2.532833,4.87,0.41,0,11,2,22
FAMB1BJ2,F,AMB,1,BJ,2,64.07,288.54,1237.97,2858.78,4397.35,4.0865,7.222222,5.89,0.67,0,1,1,6
FAMB1BK2,F,AMB,1,BK,2,62.61,279.19,1341.87,2847.78,4303.55,16.4538,2.383532,4.81,0.43,0,12,0,21
FAMB1BL2,F,AMB,1,BL,2,64.23,295.04,1201.72,2751.98,4271.13,9.8858,5.46875,6.04,0.6,0,1,1,5
FAMB1BM2,F,AMB,1,BM,2,63.67,274.04,1140.2,2824.71,4199.09,16.1955,4.823151,5.65,0.61,0,6,1,18
FAMB1BN2,F,AMB,1,BN,2,63.58,288.78,1243.62,2727.83,4116.46,21.241,2.681992,4.69,0.32,1,16,3,28
FAMB1BO2,F,AMB,1,BO,2,65.35,291.17,1022.76,2853.14,4262.14,-0.4611,5.537459,5.34,0.44,0,3,3,9
FCLJ1AA2,F,CLJ,1,AA,2,63.78,234.81,1247.96,2871.78,4319.78,15.1661,5.335968,5.75,0.6,0,3,1,10
